	filename	positive_pair	negative_pair	scene_label
6097	vocal_imitations/06349_075-flute_playing-everyday.wav	sound_recordings/377_075-flute_playing-everyday.wav	sound_recordings/056_055Human sounds_Human voice_Laughter_Baby laughter.wav	075-
6098	vocal_imitations/06350_075-flute_playing-everyday.wav	sound_recordings/377_075-flute_playing-everyday.wav	sound_recordings/230_229Sounds of things_Mechanisms_Cash register.wav	075-
6099	vocal_imitations/06351_075-flute_playing-everyday.wav	sound_recordings/377_075-flute_playing-everyday.wav	sound_recordings/482_180-subsynth_2238-single_synthesizer.wav	075-
6100	vocal_imitations/06352_075-flute_playing-everyday.wav	sound_recordings/377_075-flute_playing-everyday.wav	sound_recordings/169_168Sounds of things_Bell_Chime_Wind chime.wav	075-
6101	vocal_imitations/06353_075-flute_playing-everyday.wav	sound_recordings/377_075-flute_playing-everyday.wav	sound_recordings/539_237-woodblock-acoustic_instruments.wav	075-
6102	vocal_imitations/06354_075-flute_playing-everyday.wav	sound_recordings/377_075-flute_playing-everyday.wav	sound_recordings/210_209Sounds of things_Explosion_Eruption.wav	075-
6103	vocal_imitations/06355_075-flute_playing-everyday.wav	sound_recordings/377_075-flute_playing-everyday.wav	sound_recordings/470_168-subsynth_2057-single_synthesizer.wav	075-
6104	vocal_imitations/06356_076-food_frying-everyday.wav	sound_recordings/378_076-food_frying-everyday.wav	sound_recordings/213_212Sounds of things_Explosion_Gunshot_gunfire_Cap gun.wav	076-
6105	vocal_imitations/06357_076-food_frying-everyday.wav	sound_recordings/378_076-food_frying-everyday.wav	sound_recordings/294_293Source_ambiguous sounds_Generic impact sounds_Thump_thud_Clunk.wav	076-
6106	vocal_imitations/06358_076-food_frying-everyday.wav	sound_recordings/378_076-food_frying-everyday.wav	sound_recordings/399_097-lightning_crashing-everyday.wav	076-
6107	vocal_imitations/06359_076-food_frying-everyday.wav	sound_recordings/378_076-food_frying-everyday.wav	sound_recordings/354_052-crow_cawing-everyday.wav	076-
6108	vocal_imitations/06360_076-food_frying-everyday.wav	sound_recordings/378_076-food_frying-everyday.wav	sound_recordings/430_128-person_whistling-everyday.wav	076-
6109	vocal_imitations/06361_076-food_frying-everyday.wav	sound_recordings/378_076-food_frying-everyday.wav	sound_recordings/287_286Source_ambiguous sounds_Generic impact sounds_Bouncing.wav	076-
6110	vocal_imitations/06362_076-food_frying-everyday.wav	sound_recordings/378_076-food_frying-everyday.wav	sound_recordings/336_034-cello_bowed-acoustic_instruments.wav	076-
6111	vocal_imitations/06363_076-food_frying-everyday.wav	sound_recordings/378_076-food_frying-everyday.wav	sound_recordings/314_012-basketball_dribbling-everyday.wav	076-
6112	vocal_imitations/06364_076-food_frying-everyday.wav	sound_recordings/378_076-food_frying-everyday.wav	sound_recordings/090_089Music_Musical instrument_Choir.wav	076-
6113	vocal_imitations/06365_076-food_frying-everyday.wav	sound_recordings/378_076-food_frying-everyday.wav	sound_recordings/242_241Sounds of things_Specific impact sounds_Basketball bounce.wav	076-
6114	vocal_imitations/06366_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/379_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/183_182Sounds of things_Domestic sounds_home sounds_Frying (food).wav	077-
6115	vocal_imitations/06367_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/379_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/075_074Music_Musical instrument_Bagpipes.wav	077-
6116	vocal_imitations/06368_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/379_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/165_164Sounds of things_Alarm_Telephone_Telephone bell ringing.wav	077-
6117	vocal_imitations/06369_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/379_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/529_227-water_pouring-everyday.wav	077-
6118	vocal_imitations/06370_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/379_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/287_286Source_ambiguous sounds_Generic impact sounds_Bouncing.wav	077-
6119	vocal_imitations/06371_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/379_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/532_230-whistle_whistling-everyday.wav	077-
6120	vocal_imitations/06372_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/379_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/224_223Sounds of things_Liquid_Splash_splatter_Slosh.wav	077-
6121	vocal_imitations/06373_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/379_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/234_233Sounds of things_Mechanisms_Mechanical fan.wav	077-
6122	vocal_imitations/06374_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/379_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/121_120Music_Musical instrument_Plucked string instrument_Guitar_Bass guitar.wav	077-
6123	vocal_imitations/06375_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/379_077-freaky_moonlight-commercial_synthesizers.wav	sound_recordings/078_077Music_Musical instrument_Bell_Church bell.wav	077-
6124	vocal_imitations/06376_078-frog_croaking-everyday.wav	sound_recordings/380_078-frog_croaking-everyday.wav	sound_recordings/170_169Sounds of things_Domestic sounds_home sounds_Bathtub (filling or washing).wav	078-
6125	vocal_imitations/06377_078-frog_croaking-everyday.wav	sound_recordings/380_078-frog_croaking-everyday.wav	sound_recordings/288_287Source_ambiguous sounds_Generic impact sounds_Breaking.wav	078-
6126	vocal_imitations/06378_078-frog_croaking-everyday.wav	sound_recordings/380_078-frog_croaking-everyday.wav	sound_recordings/270_269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ice cream van.wav	078-
6127	vocal_imitations/06379_078-frog_croaking-everyday.wav	sound_recordings/380_078-frog_croaking-everyday.wav	sound_recordings/369_067-electrical_interferences-commercial_synthesizers.wav	078-
6128	vocal_imitations/06380_078-frog_croaking-everyday.wav	sound_recordings/380_078-frog_croaking-everyday.wav	sound_recordings/106_105Music_Musical instrument_Percussion_Drum_Bass drum.wav	078-
6129	vocal_imitations/06381_078-frog_croaking-everyday.wav	sound_recordings/380_078-frog_croaking-everyday.wav	sound_recordings/134_133Music_Musical instrument_Wind instrument_woodwind instrument_Clarinet.wav	078-
6130	vocal_imitations/06382_078-frog_croaking-everyday.wav	sound_recordings/380_078-frog_croaking-everyday.wav	sound_recordings/350_048-crash_cymbal_hit_with_a_stick-acoustic_instruments.wav	078-
6131	vocal_imitations/06383_078-frog_croaking-everyday.wav	sound_recordings/380_078-frog_croaking-everyday.wav	sound_recordings/295_294Source_ambiguous sounds_Generic impact sounds_Thump_thud_Thunk.wav	078-
6132	vocal_imitations/06384_078-frog_croaking-everyday.wav	sound_recordings/380_078-frog_croaking-everyday.wav	sound_recordings/030_029Animal_Wild animals_Rodents_rats_mice_Mouse_3Samples.wav	078-
6133	vocal_imitations/06385_078-frog_croaking-everyday.wav	sound_recordings/380_078-frog_croaking-everyday.wav	sound_recordings/223_222Sounds of things_Liquid_Pump (liquid).wav	078-
6134	vocal_imitations/06386_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/381_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/074_073Music_Musical instrument_Accordion.wav	079-
6135	vocal_imitations/06387_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/381_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/285_284Source_ambiguous sounds_Deformable shell_Tearing.wav	079-
6136	vocal_imitations/06388_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/381_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/075_074Music_Musical instrument_Bagpipes.wav	079-
6137	vocal_imitations/06389_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/381_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/225_224Sounds of things_Liquid_Spray.wav	079-
6138	vocal_imitations/06390_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/381_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/524_222-violin_playing-everyday.wav	079-
6139	vocal_imitations/06391_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/381_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/415_113-nose_blowing-everyday.wav	079-
6140	vocal_imitations/06392_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/381_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	079-
6141	vocal_imitations/06393_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/381_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/185_184Sounds of things_Domestic sounds_home sounds_Keys jangling.wav	079-
6142	vocal_imitations/06394_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/381_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/232_231Sounds of things_Mechanisms_Clock_Tick_tock.wav	079-
6143	vocal_imitations/06395_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/381_079-ghost_in_the_machine-commercial_synthesizers.wav	sound_recordings/185_184Sounds of things_Domestic sounds_home sounds_Keys jangling.wav	079-
6144	vocal_imitations/06396_080-glass_breaking-everyday.wav	sound_recordings/382_080-glass_breaking-everyday.wav	sound_recordings/121_120Music_Musical instrument_Plucked string instrument_Guitar_Bass guitar.wav	080-
6145	vocal_imitations/06397_080-glass_breaking-everyday.wav	sound_recordings/382_080-glass_breaking-everyday.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	080-
6146	vocal_imitations/06398_080-glass_breaking-everyday.wav	sound_recordings/382_080-glass_breaking-everyday.wav	sound_recordings/366_064-drill_drilling-everyday.wav	080-
6147	vocal_imitations/06399_080-glass_breaking-everyday.wav	sound_recordings/382_080-glass_breaking-everyday.wav	sound_recordings/459_157-subsynth_1768-single_synthesizer.wav	080-
6148	vocal_imitations/06400_080-glass_breaking-everyday.wav	sound_recordings/382_080-glass_breaking-everyday.wav	sound_recordings/234_233Sounds of things_Mechanisms_Mechanical fan.wav	080-
6149	vocal_imitations/06401_080-glass_breaking-everyday.wav	sound_recordings/382_080-glass_breaking-everyday.wav	sound_recordings/290_289Source_ambiguous sounds_Generic impact sounds_Knock.wav	080-
6150	vocal_imitations/06402_080-glass_breaking-everyday.wav	sound_recordings/382_080-glass_breaking-everyday.wav	sound_recordings/017_016Animal_Livestock_farm animals_working animals_Horse_Neigh_whinny.wav	080-
6151	vocal_imitations/06403_080-glass_breaking-everyday.wav	sound_recordings/382_080-glass_breaking-everyday.wav	sound_recordings/015_014Animal_Livestock_farm animals_working animals_Goat_Bleat.wav	080-
6152	vocal_imitations/06404_080-glass_breaking-everyday.wav	sound_recordings/382_080-glass_breaking-everyday.wav	sound_recordings/181_180Sounds of things_Domestic sounds_home sounds_Drawer open or close.wav	080-
6153	vocal_imitations/06405_080-glass_breaking-everyday.wav	sound_recordings/382_080-glass_breaking-everyday.wav	sound_recordings/063_062Human sounds_Human voice_Sigh.wav	080-
6154	vocal_imitations/06406_081-gong_ringing-everyday.wav	sound_recordings/383_081-gong_ringing-everyday.wav	sound_recordings/347_045-cow_mooing-everyday.wav	081-
6155	vocal_imitations/06407_081-gong_ringing-everyday.wav	sound_recordings/383_081-gong_ringing-everyday.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	081-
6156	vocal_imitations/06408_081-gong_ringing-everyday.wav	sound_recordings/383_081-gong_ringing-everyday.wav	sound_recordings/214_213Sounds of things_Explosion_Gunshot_gunfire_Fusillade.wav	081-
6157	vocal_imitations/06409_081-gong_ringing-everyday.wav	sound_recordings/383_081-gong_ringing-everyday.wav	sound_recordings/124_123Music_Musical instrument_Plucked string instrument_Guitar_Strum.wav	081-
6158	vocal_imitations/06410_081-gong_ringing-everyday.wav	sound_recordings/383_081-gong_ringing-everyday.wav	sound_recordings/191_190Sounds of things_Domestic sounds_home sounds_Toilet flush.wav	081-
6159	vocal_imitations/06411_081-gong_ringing-everyday.wav	sound_recordings/383_081-gong_ringing-everyday.wav	sound_recordings/428_126-person_gargling-everyday.wav	081-
6160	vocal_imitations/06412_081-gong_ringing-everyday.wav	sound_recordings/383_081-gong_ringing-everyday.wav	sound_recordings/124_123Music_Musical instrument_Plucked string instrument_Guitar_Strum.wav	081-
6161	vocal_imitations/06413_081-gong_ringing-everyday.wav	sound_recordings/383_081-gong_ringing-everyday.wav	sound_recordings/264_263Sounds of things_Vehicle_Motor vehicle (road)_Emergency vehicle_Fire engine_fire truck (siren).wav	081-
6162	vocal_imitations/06414_081-gong_ringing-everyday.wav	sound_recordings/383_081-gong_ringing-everyday.wav	sound_recordings/070_069Human sounds_Respiratory sounds_Cough_Throat clearing.wav	081-
6163	vocal_imitations/06415_081-gong_ringing-everyday.wav	sound_recordings/383_081-gong_ringing-everyday.wav	sound_recordings/311_009-bagpipes_playing-everyday.wav	081-
6164	vocal_imitations/06416_082-guiro-acoustic_instruments.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	sound_recordings/278_277Sounds of things_Vehicle_Rail transport_Train_Train whistle.wav	082-
6165	vocal_imitations/06417_082-guiro-acoustic_instruments.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	sound_recordings/022_021Animal_Wild animals_Bird_Crow_Caw.wav	082-
6166	vocal_imitations/06418_082-guiro-acoustic_instruments.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	sound_recordings/283_282Source_ambiguous sounds_Deformable shell_Crumpling_crinkling.wav	082-
6167	vocal_imitations/06419_082-guiro-acoustic_instruments.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	sound_recordings/229_228Sounds of things_Mechanisms_Camera_Single_lens reflex camera.wav	082-
6168	vocal_imitations/06420_082-guiro-acoustic_instruments.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	sound_recordings/449_147-seal_barking-everyday.wav	082-
6169	vocal_imitations/06421_082-guiro-acoustic_instruments.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	sound_recordings/082_081Music_Musical instrument_Bowed string instrument_Double bass.wav	082-
6170	vocal_imitations/06422_082-guiro-acoustic_instruments.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	sound_recordings/130_129Music_Musical instrument_Scratching (performance technique).wav	082-
6171	vocal_imitations/06423_082-guiro-acoustic_instruments.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	sound_recordings/267_266Sounds of things_Vehicle_Motor vehicle (road)_Traffic noise_roadway noise.wav	082-
6172	vocal_imitations/06424_082-guiro-acoustic_instruments.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	sound_recordings/541_239-xylophone-acoustic_instruments.wav	082-
6173	vocal_imitations/06425_082-guiro-acoustic_instruments.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	sound_recordings/224_223Sounds of things_Liquid_Splash_splatter_Slosh.wav	082-
6174	vocal_imitations/06426_083-guitar-acoustic_instruments.wav	sound_recordings/385_083-guitar-acoustic_instruments.wav	sound_recordings/353_051-crotale-acoustic_instruments.wav	083-
6175	vocal_imitations/06427_083-guitar-acoustic_instruments.wav	sound_recordings/385_083-guitar-acoustic_instruments.wav	sound_recordings/315_013-bass_bowed-acoustic_instruments.wav	083-
6176	vocal_imitations/06428_083-guitar-acoustic_instruments.wav	sound_recordings/385_083-guitar-acoustic_instruments.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	083-
6177	vocal_imitations/06429_083-guitar-acoustic_instruments.wav	sound_recordings/385_083-guitar-acoustic_instruments.wav	sound_recordings/202_201Sounds of things_Engine_Idling.wav	083-
6178	vocal_imitations/06430_083-guitar-acoustic_instruments.wav	sound_recordings/385_083-guitar-acoustic_instruments.wav	sound_recordings/455_153-sonar_pinging-everyday.wav	083-
6179	vocal_imitations/06431_083-guitar-acoustic_instruments.wav	sound_recordings/385_083-guitar-acoustic_instruments.wav	sound_recordings/182_181Sounds of things_Domestic sounds_home sounds_Electric shaver_electric razor.wav	083-
6180	vocal_imitations/06432_083-guitar-acoustic_instruments.wav	sound_recordings/385_083-guitar-acoustic_instruments.wav	sound_recordings/525_223-violin_plucked-acoustic_instruments.wav	083-
6181	vocal_imitations/06433_083-guitar-acoustic_instruments.wav	sound_recordings/385_083-guitar-acoustic_instruments.wav	sound_recordings/234_233Sounds of things_Mechanisms_Mechanical fan.wav	083-
6182	vocal_imitations/06434_083-guitar-acoustic_instruments.wav	sound_recordings/385_083-guitar-acoustic_instruments.wav	sound_recordings/017_016Animal_Livestock_farm animals_working animals_Horse_Neigh_whinny.wav	083-
6183	vocal_imitations/06435_083-guitar-acoustic_instruments.wav	sound_recordings/385_083-guitar-acoustic_instruments.wav	sound_recordings/441_139-rattlesnake_rattling-everyday.wav	083-
6184	vocal_imitations/06436_084-guitar_playing-everyday.wav	sound_recordings/386_084-guitar_playing-everyday.wav	sound_recordings/127_126Music_Musical instrument_Plucked string instrument_Sitar.wav	084-
6185	vocal_imitations/06437_084-guitar_playing-everyday.wav	sound_recordings/386_084-guitar_playing-everyday.wav	sound_recordings/358_056-dark_attack_bass-commercial_synthesizers.wav	084-
6186	vocal_imitations/06438_084-guitar_playing-everyday.wav	sound_recordings/386_084-guitar_playing-everyday.wav	sound_recordings/149_148Sounds of things_Alarm_Air horn_truck horn.wav	084-
6187	vocal_imitations/06439_084-guitar_playing-everyday.wav	sound_recordings/386_084-guitar_playing-everyday.wav	sound_recordings/251_250Sounds of things_Vehicle_Aircraft_Helicopter.wav	084-
6188	vocal_imitations/06440_084-guitar_playing-everyday.wav	sound_recordings/386_084-guitar_playing-everyday.wav	sound_recordings/127_126Music_Musical instrument_Plucked string instrument_Sitar.wav	084-
6189	vocal_imitations/06441_084-guitar_playing-everyday.wav	sound_recordings/386_084-guitar_playing-everyday.wav	sound_recordings/268_267Sounds of things_Vehicle_Motor vehicle (road)_Truck_Air brake.wav	084-
6190	vocal_imitations/06442_084-guitar_playing-everyday.wav	sound_recordings/386_084-guitar_playing-everyday.wav	sound_recordings/336_034-cello_bowed-acoustic_instruments.wav	084-
6191	vocal_imitations/06443_084-guitar_playing-everyday.wav	sound_recordings/386_084-guitar_playing-everyday.wav	sound_recordings/278_277Sounds of things_Vehicle_Rail transport_Train_Train whistle.wav	084-
6192	vocal_imitations/06444_084-guitar_playing-everyday.wav	sound_recordings/386_084-guitar_playing-everyday.wav	sound_recordings/367_065-drums_playing-everyday.wav	084-
6193	vocal_imitations/06445_084-guitar_playing-everyday.wav	sound_recordings/386_084-guitar_playing-everyday.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	084-
6194	vocal_imitations/06446_085-gun_firing-everyday.wav	sound_recordings/387_085-gun_firing-everyday.wav	sound_recordings/336_034-cello_bowed-acoustic_instruments.wav	085-
6195	vocal_imitations/06447_085-gun_firing-everyday.wav	sound_recordings/387_085-gun_firing-everyday.wav	sound_recordings/527_225-water_draining-everyday.wav	085-
6196	vocal_imitations/06448_085-gun_firing-everyday.wav	sound_recordings/387_085-gun_firing-everyday.wav	sound_recordings/018_017Animal_Livestock_farm animals_working animals_Horse_Snort (horse).wav	085-
6197	vocal_imitations/06449_085-gun_firing-everyday.wav	sound_recordings/387_085-gun_firing-everyday.wav	sound_recordings/191_190Sounds of things_Domestic sounds_home sounds_Toilet flush.wav	085-
6198	vocal_imitations/06450_085-gun_firing-everyday.wav	sound_recordings/387_085-gun_firing-everyday.wav	sound_recordings/022_021Animal_Wild animals_Bird_Crow_Caw.wav	085-
6199	vocal_imitations/06451_085-gun_firing-everyday.wav	sound_recordings/387_085-gun_firing-everyday.wav	sound_recordings/249_248Sounds of things_Vehicle_Aircraft_Aircraft engine_Propeller_airscrew.wav	085-
6200	vocal_imitations/06452_085-gun_firing-everyday.wav	sound_recordings/387_085-gun_firing-everyday.wav	sound_recordings/236_235Sounds of things_Mechanisms_Pulleys.wav	085-
6201	vocal_imitations/06453_085-gun_firing-everyday.wav	sound_recordings/387_085-gun_firing-everyday.wav	sound_recordings/460_158-subsynth_1828-single_synthesizer.wav	085-
6202	vocal_imitations/06454_085-gun_firing-everyday.wav	sound_recordings/387_085-gun_firing-everyday.wav	sound_recordings/382_080-glass_breaking-everyday.wav	085-
6203	vocal_imitations/06455_085-gun_firing-everyday.wav	sound_recordings/387_085-gun_firing-everyday.wav	sound_recordings/528_226-water_dripping-everyday.wav	085-
6204	vocal_imitations/06456_086-hammer_hitting-everyday.wav	sound_recordings/388_086-hammer_hitting-everyday.wav	sound_recordings/440_138-rain_falling-everyday.wav	086-
6205	vocal_imitations/06457_086-hammer_hitting-everyday.wav	sound_recordings/388_086-hammer_hitting-everyday.wav	sound_recordings/242_241Sounds of things_Specific impact sounds_Basketball bounce.wav	086-
6206	vocal_imitations/06458_086-hammer_hitting-everyday.wav	sound_recordings/388_086-hammer_hitting-everyday.wav	sound_recordings/176_175Sounds of things_Domestic sounds_home sounds_Dishes_pots_and pans.wav	086-
6207	vocal_imitations/06459_086-hammer_hitting-everyday.wav	sound_recordings/388_086-hammer_hitting-everyday.wav	sound_recordings/283_282Source_ambiguous sounds_Deformable shell_Crumpling_crinkling.wav	086-
6208	vocal_imitations/06460_086-hammer_hitting-everyday.wav	sound_recordings/388_086-hammer_hitting-everyday.wav	sound_recordings/320_018-birds_chirping-everyday.wav	086-
6209	vocal_imitations/06461_086-hammer_hitting-everyday.wav	sound_recordings/388_086-hammer_hitting-everyday.wav	sound_recordings/334_032-castanet-acoustic_instruments.wav	086-
6210	vocal_imitations/06462_086-hammer_hitting-everyday.wav	sound_recordings/388_086-hammer_hitting-everyday.wav	sound_recordings/168_167Sounds of things_Alarm_Whistle_Kettle whistle.wav	086-
6211	vocal_imitations/06463_086-hammer_hitting-everyday.wav	sound_recordings/388_086-hammer_hitting-everyday.wav	sound_recordings/125_124Music_Musical instrument_Plucked string instrument_Guitar_Tapping (guitar technique).wav	086-
6212	vocal_imitations/06464_086-hammer_hitting-everyday.wav	sound_recordings/388_086-hammer_hitting-everyday.wav	sound_recordings/049_048Human sounds_Human locomotion_Run.wav	086-
6213	vocal_imitations/06465_086-hammer_hitting-everyday.wav	sound_recordings/388_086-hammer_hitting-everyday.wav	sound_recordings/481_179-subsynth_2222-single_synthesizer.wav	086-
6214	vocal_imitations/06466_087-harmonica_playing-everyday.wav	sound_recordings/389_087-harmonica_playing-everyday.wav	sound_recordings/003_002Animal_Domestic animals_pets_Cat_Meow.wav	087-
6215	vocal_imitations/06467_087-harmonica_playing-everyday.wav	sound_recordings/389_087-harmonica_playing-everyday.wav	sound_recordings/526_224-water_bubbling-everyday.wav	087-
6216	vocal_imitations/06468_087-harmonica_playing-everyday.wav	sound_recordings/389_087-harmonica_playing-everyday.wav	sound_recordings/152_151Sounds of things_Alarm_Buzzer.wav	087-
6217	vocal_imitations/06469_087-harmonica_playing-everyday.wav	sound_recordings/389_087-harmonica_playing-everyday.wav	sound_recordings/127_126Music_Musical instrument_Plucked string instrument_Sitar.wav	087-
6218	vocal_imitations/06470_087-harmonica_playing-everyday.wav	sound_recordings/389_087-harmonica_playing-everyday.wav	sound_recordings/107_106Music_Musical instrument_Percussion_Drum_Snare drum_Drum roll.wav	087-
6219	vocal_imitations/06471_087-harmonica_playing-everyday.wav	sound_recordings/389_087-harmonica_playing-everyday.wav	sound_recordings/050_049Human sounds_Human locomotion_Shuffle.wav	087-
6220	vocal_imitations/06472_087-harmonica_playing-everyday.wav	sound_recordings/389_087-harmonica_playing-everyday.wav	sound_recordings/111_110Music_Musical instrument_Percussion_Gong.wav	087-
6221	vocal_imitations/06473_087-harmonica_playing-everyday.wav	sound_recordings/389_087-harmonica_playing-everyday.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	087-
6222	vocal_imitations/06474_087-harmonica_playing-everyday.wav	sound_recordings/389_087-harmonica_playing-everyday.wav	sound_recordings/203_202Sounds of things_Engine_Jet engine.wav	087-
6223	vocal_imitations/06475_087-harmonica_playing-everyday.wav	sound_recordings/389_087-harmonica_playing-everyday.wav	sound_recordings/391_089-helicopter_flying-everyday.wav	087-
6224	vocal_imitations/06476_088-harp_playing-everyday.wav	sound_recordings/390_088-harp_playing-everyday.wav	sound_recordings/517_215-typewriter_typing-everyday.wav	088-
6225	vocal_imitations/06477_088-harp_playing-everyday.wav	sound_recordings/390_088-harp_playing-everyday.wav	sound_recordings/138_137Music_Musical instrument_Wind instrument_woodwind instrument_Saxophone_Soprano saxophone.wav	088-
6226	vocal_imitations/06478_088-harp_playing-everyday.wav	sound_recordings/390_088-harp_playing-everyday.wav	sound_recordings/169_168Sounds of things_Bell_Chime_Wind chime.wav	088-
6227	vocal_imitations/06479_088-harp_playing-everyday.wav	sound_recordings/390_088-harp_playing-everyday.wav	sound_recordings/348_046-crash_cymbal_bowed-acoustic_instruments.wav	088-
6228	vocal_imitations/06480_088-harp_playing-everyday.wav	sound_recordings/390_088-harp_playing-everyday.wav	sound_recordings/424_122-people_clapping-everyday.wav	088-
6229	vocal_imitations/06481_088-harp_playing-everyday.wav	sound_recordings/390_088-harp_playing-everyday.wav	sound_recordings/302_301Source_ambiguous sounds_Surface contact_Scratch.wav	088-
6230	vocal_imitations/06482_088-harp_playing-everyday.wav	sound_recordings/390_088-harp_playing-everyday.wav	sound_recordings/031_030Animal_Wild animals_Snake_Rattle.wav	088-
6231	vocal_imitations/06483_088-harp_playing-everyday.wav	sound_recordings/390_088-harp_playing-everyday.wav	sound_recordings/018_017Animal_Livestock_farm animals_working animals_Horse_Snort (horse).wav	088-
6232	vocal_imitations/06484_088-harp_playing-everyday.wav	sound_recordings/390_088-harp_playing-everyday.wav	sound_recordings/318_016-bell_swarm-commercial_synthesizers.wav	088-
6233	vocal_imitations/06485_088-harp_playing-everyday.wav	sound_recordings/390_088-harp_playing-everyday.wav	sound_recordings/275_274Sounds of things_Vehicle_Rail transport_Subway_metro_underground.wav	088-
6234	vocal_imitations/06486_089-helicopter_flying-everyday.wav	sound_recordings/391_089-helicopter_flying-everyday.wav	sound_recordings/462_160-subsynth_2002-single_synthesizer.wav	089-
6235	vocal_imitations/06487_089-helicopter_flying-everyday.wav	sound_recordings/391_089-helicopter_flying-everyday.wav	sound_recordings/261_260Sounds of things_Vehicle_Motor vehicle (road)_Car_Skidding.wav	089-
6236	vocal_imitations/06488_089-helicopter_flying-everyday.wav	sound_recordings/391_089-helicopter_flying-everyday.wav	sound_recordings/350_048-crash_cymbal_hit_with_a_stick-acoustic_instruments.wav	089-
6237	vocal_imitations/06489_089-helicopter_flying-everyday.wav	sound_recordings/391_089-helicopter_flying-everyday.wav	sound_recordings/271_270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps.wav	089-
6238	vocal_imitations/06490_089-helicopter_flying-everyday.wav	sound_recordings/391_089-helicopter_flying-everyday.wav	sound_recordings/463_161-subsynth_2003-single_synthesizer.wav	089-
6239	vocal_imitations/06491_089-helicopter_flying-everyday.wav	sound_recordings/391_089-helicopter_flying-everyday.wav	sound_recordings/241_240Sounds of things_Miscellaneous sources_Sonar.wav	089-
6240	vocal_imitations/06492_089-helicopter_flying-everyday.wav	sound_recordings/391_089-helicopter_flying-everyday.wav	sound_recordings/346_044-cork_popping-everyday.wav	089-
6241	vocal_imitations/06493_089-helicopter_flying-everyday.wav	sound_recordings/391_089-helicopter_flying-everyday.wav	sound_recordings/274_273Sounds of things_Vehicle_Rail transport_Railroad car_train wagon.wav	089-
