	filename	positive_pair	negative_pair	scene_label
1071	vocal_imitations/piano - 6583055019933696.wav	sound_recordings/piano.wav	sound_recordings/subsynth_2186.wav	piano
1072	vocal_imitations/piano - 6596125142286336.wav	sound_recordings/piano.wav	sound_recordings/subsynth_3388.wav	piano
1073	vocal_imitations/piano - 6653070503051264.wav	sound_recordings/piano.wav	sound_recordings/subsynth_2208.wav	piano
1074	vocal_imitations/piano - 6704400462512128.wav	sound_recordings/piano.wav	sound_recordings/narrow_timbre.wav	piano
1075	vocal_imitations/piano - 6726037165572096.wav	sound_recordings/piano.wav	sound_recordings/subsynth_5940.wav	piano
1076	vocal_imitations/resonant clouds - 4603302595526656.wav	sound_recordings/resonant_clouds.wav	sound_recordings/subsynth_1886.wav	resonant clouds
1077	vocal_imitations/resonant clouds - 4915836628238336.wav	sound_recordings/resonant_clouds.wav	sound_recordings/anti_matter_clouds.wav	resonant clouds
1078	vocal_imitations/resonant clouds - 4956134829981696.wav	sound_recordings/resonant_clouds.wav	sound_recordings/alto_sax.wav	resonant clouds
1079	vocal_imitations/resonant clouds - 5340681371385856.wav	sound_recordings/resonant_clouds.wav	sound_recordings/subsynth_2214.wav	resonant clouds
1080	vocal_imitations/resonant clouds - 5492171444584448.wav	sound_recordings/resonant_clouds.wav	sound_recordings/subsynth_2248.wav	resonant clouds
1081	vocal_imitations/resonant clouds - 5515243472027648.wav	sound_recordings/resonant_clouds.wav	sound_recordings/morphing_can_drum.wav	resonant clouds
1082	vocal_imitations/resonant clouds - 5658461438214144.wav	sound_recordings/resonant_clouds.wav	sound_recordings/guiro.wav	resonant clouds
1083	vocal_imitations/resonant clouds - 5692331952963584.wav	sound_recordings/resonant_clouds.wav	sound_recordings/marble_on_a_journey.wav	resonant clouds
1084	vocal_imitations/resonant clouds - 5700940812255232.wav	sound_recordings/resonant_clouds.wav	sound_recordings/subsynth_2222.wav	resonant clouds
1085	vocal_imitations/resonant clouds - 5716959832309760.wav	sound_recordings/resonant_clouds.wav	sound_recordings/bamboo_air_strings.wav	resonant clouds
1086	vocal_imitations/resonant clouds - 5760291220488192.wav	sound_recordings/resonant_clouds.wav	sound_recordings/alto_sax.wav	resonant clouds
1087	vocal_imitations/resonant clouds - 5838531029106688.wav	sound_recordings/resonant_clouds.wav	sound_recordings/bass_bowed.wav	resonant clouds
1088	vocal_imitations/resonant clouds - 5924159255216128.wav	sound_recordings/resonant_clouds.wav	sound_recordings/subsynth_5297.wav	resonant clouds
1089	vocal_imitations/resonant clouds - 6147160533893120.wav	sound_recordings/resonant_clouds.wav	sound_recordings/crotale.wav	resonant clouds
1090	vocal_imitations/resonant clouds - 6202171414544384.wav	sound_recordings/resonant_clouds.wav	sound_recordings/chinese_cymbal_hit_with_a_stick.wav	resonant clouds
1091	vocal_imitations/resonant clouds - 6269410603958272.wav	sound_recordings/resonant_clouds.wav	sound_recordings/subsynth_2007.wav	resonant clouds
1092	vocal_imitations/resonant clouds - 6312983047176192.wav	sound_recordings/resonant_clouds.wav	sound_recordings/anti_matter_clouds.wav	resonant clouds
1093	vocal_imitations/resonant clouds - 6331368862646272.wav	sound_recordings/resonant_clouds.wav	sound_recordings/cello_plucked.wav	resonant clouds
1094	vocal_imitations/resonant clouds - 6555936596426752.wav	sound_recordings/resonant_clouds.wav	sound_recordings/euro_hook.wav	resonant clouds
1095	vocal_imitations/resonant clouds - 6668682172301312.wav	sound_recordings/resonant_clouds.wav	sound_recordings/needle_strings.wav	resonant clouds
1096	vocal_imitations/reversed envelope - 5666083260334080.wav	sound_recordings/reversed_envelope.wav	sound_recordings/alto_sax.wav	reversed envelope
1097	vocal_imitations/reversed envelope - 5091922368528384.wav	sound_recordings/reversed_envelope.wav	sound_recordings/tambourine_shake_roll.wav	reversed envelope
1098	vocal_imitations/reversed envelope - 5707610896465920.wav	sound_recordings/reversed_envelope.wav	sound_recordings/subsynth_2003.wav	reversed envelope
1099	vocal_imitations/reversed envelope - 5673202705498112.wav	sound_recordings/reversed_envelope.wav	sound_recordings/thick_bass.wav	reversed envelope
1100	vocal_imitations/reversed envelope - 5625503335579648.wav	sound_recordings/reversed_envelope.wav	sound_recordings/subsynth_8828.wav	reversed envelope
1101	vocal_imitations/reversed envelope - 6558740673200128.wav	sound_recordings/reversed_envelope.wav	sound_recordings/subsynth_2447.wav	reversed envelope
1102	vocal_imitations/reversed envelope - 6060158320902144.wav	sound_recordings/reversed_envelope.wav	sound_recordings/spacecraft_engine.wav	reversed envelope
1103	vocal_imitations/reversed envelope - 4620670503747584.wav	sound_recordings/reversed_envelope.wav	sound_recordings/bass_plucked.wav	reversed envelope
1104	vocal_imitations/reversed envelope - 5874567549550592.wav	sound_recordings/reversed_envelope.wav	sound_recordings/crash_cymbal_choked.wav	reversed envelope
1105	vocal_imitations/reversed envelope - 6566200494522368.wav	sound_recordings/reversed_envelope.wav	sound_recordings/subsynth_2198.wav	reversed envelope
1106	vocal_imitations/reversed envelope - 4800635002159104.wav	sound_recordings/reversed_envelope.wav	sound_recordings/narrow_timbre.wav	reversed envelope
1107	vocal_imitations/reversed envelope - 6142455665655808.wav	sound_recordings/reversed_envelope.wav	sound_recordings/trumpet.wav	reversed envelope
1108	vocal_imitations/reversed envelope - 5213450615652352.wav	sound_recordings/reversed_envelope.wav	sound_recordings/subsynth_9879.wav	reversed envelope
1109	vocal_imitations/reversed envelope - 6325907274858496.wav	sound_recordings/reversed_envelope.wav	sound_recordings/orbit_station.wav	reversed envelope
1110	vocal_imitations/reversed envelope - 5642165526986752.wav	sound_recordings/reversed_envelope.wav	sound_recordings/subsynth_2009.wav	reversed envelope
1111	vocal_imitations/reversed envelope - 5884308938031104.wav	sound_recordings/reversed_envelope.wav	sound_recordings/classic_synth_brass.wav	reversed envelope
1112	vocal_imitations/reversed envelope - 5154009878888448.wav	sound_recordings/reversed_envelope.wav	sound_recordings/metaloid.wav	reversed envelope
1113	vocal_imitations/reversed envelope - 5564243143294976.wav	sound_recordings/reversed_envelope.wav	sound_recordings/slow_warm_swells.wav	reversed envelope
1114	vocal_imitations/reversed envelope - 6026712471044096.wav	sound_recordings/reversed_envelope.wav	sound_recordings/narrow_timbre.wav	reversed envelope
1115	vocal_imitations/reversed envelope - 5668715672633344.wav	sound_recordings/reversed_envelope.wav	sound_recordings/subsynth_2248.wav	reversed envelope
1116	vocal_imitations/reversed envelope - 5183844734992384.wav	sound_recordings/reversed_envelope.wav	sound_recordings/classic_synth_brass.wav	reversed envelope
1117	vocal_imitations/shadowland highs - 4680133789089792.wav	sound_recordings/shadowland_highs.wav	sound_recordings/subsynth_499.wav	shadowland highs
1118	vocal_imitations/shadowland highs - 4890476591185920.wav	sound_recordings/shadowland_highs.wav	sound_recordings/orchestra_bells.wav	shadowland highs
1119	vocal_imitations/shadowland highs - 4978928221421568.wav	sound_recordings/shadowland_highs.wav	sound_recordings/subsynth_1828.wav	shadowland highs
1120	vocal_imitations/shadowland highs - 5101660670001152.wav	sound_recordings/shadowland_highs.wav	sound_recordings/piano.wav	shadowland highs
1121	vocal_imitations/shadowland highs - 5126944202948608.wav	sound_recordings/shadowland_highs.wav	sound_recordings/subsynth_8828.wav	shadowland highs
1122	vocal_imitations/shadowland highs - 5175570212061184.wav	sound_recordings/shadowland_highs.wav	sound_recordings/subsynth_2009.wav	shadowland highs
1123	vocal_imitations/shadowland highs - 5350625428635648.wav	sound_recordings/shadowland_highs.wav	sound_recordings/subsynth_1768.wav	shadowland highs
1124	vocal_imitations/shadowland highs - 5446798336327680.wav	sound_recordings/shadowland_highs.wav	sound_recordings/ghost_in_the_machine.wav	shadowland highs
1125	vocal_imitations/shadowland highs - 5514900948385792.wav	sound_recordings/shadowland_highs.wav	sound_recordings/bell_swarm.wav	shadowland highs
1126	vocal_imitations/shadowland highs - 5701406816206848.wav	sound_recordings/shadowland_highs.wav	sound_recordings/alien_discovery.wav	shadowland highs
1127	vocal_imitations/shadowland highs - 5751530024075264.wav	sound_recordings/shadowland_highs.wav	sound_recordings/castanet.wav	shadowland highs
1128	vocal_imitations/shadowland highs - 5920541282140160.wav	sound_recordings/shadowland_highs.wav	sound_recordings/cello_bowed.wav	shadowland highs
1129	vocal_imitations/shadowland highs - 6256290284175360.wav	sound_recordings/shadowland_highs.wav	sound_recordings/feedback.wav	shadowland highs
1130	vocal_imitations/shadowland highs - 6295774858051584.wav	sound_recordings/shadowland_highs.wav	sound_recordings/subsynth_4708.wav	shadowland highs
1131	vocal_imitations/shadowland highs - 6300561062232064.wav	sound_recordings/shadowland_highs.wav	sound_recordings/little_summer_boy.wav	shadowland highs
1132	vocal_imitations/shadowland highs - 6326084442259456.wav	sound_recordings/shadowland_highs.wav	sound_recordings/cello_bowed.wav	shadowland highs
1133	vocal_imitations/shadowland highs - 6332880154263552.wav	sound_recordings/shadowland_highs.wav	sound_recordings/violin_plucked.wav	shadowland highs
1134	vocal_imitations/shadowland highs - 6531545342935040.wav	sound_recordings/shadowland_highs.wav	sound_recordings/subsynth_499.wav	shadowland highs
1135	vocal_imitations/shadowland highs - 6580697619759104.wav	sound_recordings/shadowland_highs.wav	sound_recordings/subsynth_2057.wav	shadowland highs
1136	vocal_imitations/shadowland highs - 6587221138210816.wav	sound_recordings/shadowland_highs.wav	sound_recordings/thaigong.wav	shadowland highs
1137	vocal_imitations/shadowland highs - 6656437220540416.wav	sound_recordings/shadowland_highs.wav	sound_recordings/ghost_in_the_machine.wav	shadowland highs
1138	vocal_imitations/shimmer - 6311368676343808.wav	sound_recordings/shimmer.wav	sound_recordings/subsynth_4768.wav	shimmer
1139	vocal_imitations/shimmer - 6261778983944192.wav	sound_recordings/shimmer.wav	sound_recordings/triangle.wav	shimmer
1140	vocal_imitations/shimmer - 6240189928177664.wav	sound_recordings/shimmer.wav	sound_recordings/piano.wav	shimmer
1141	vocal_imitations/shimmer - 5182591409848320.wav	sound_recordings/shimmer.wav	sound_recordings/viola_bowed.wav	shimmer
1142	vocal_imitations/shimmer - 5720369633689600.wav	sound_recordings/shimmer.wav	sound_recordings/marble_on_a_journey.wav	shimmer
1143	vocal_imitations/shimmer - 6182503685554176.wav	sound_recordings/shimmer.wav	sound_recordings/orbit_station.wav	shimmer
1144	vocal_imitations/shimmer - 6209189391106048.wav	sound_recordings/shimmer.wav	sound_recordings/metaloid.wav	shimmer
1145	vocal_imitations/shimmer - 6326160141058048.wav	sound_recordings/shimmer.wav	sound_recordings/subsynth_2186.wav	shimmer
1146	vocal_imitations/shimmer - 5112991330598912.wav	sound_recordings/shimmer.wav	sound_recordings/little_summer_boy.wav	shimmer
1147	vocal_imitations/shimmer - 5630239073894400.wav	sound_recordings/shimmer.wav	sound_recordings/subsynth_2217.wav	shimmer
1148	vocal_imitations/shimmer - 5174135692984320.wav	sound_recordings/shimmer.wav	sound_recordings/tuba.wav	shimmer
1149	vocal_imitations/shimmer - 4914236350267392.wav	sound_recordings/shimmer.wav	sound_recordings/crash_cymbal_mallet_roll.wav	shimmer
1150	vocal_imitations/shimmer - 4899592659271680.wav	sound_recordings/shimmer.wav	sound_recordings/tambourine.wav	shimmer
1151	vocal_imitations/shimmer - 4891128889344000.wav	sound_recordings/shimmer.wav	sound_recordings/feedback.wav	shimmer
1152	vocal_imitations/shimmer - 6521777110908928.wav	sound_recordings/shimmer.wav	sound_recordings/flute.wav	shimmer
1153	vocal_imitations/shimmer - 4612857421365248.wav	sound_recordings/shimmer.wav	sound_recordings/tuba.wav	shimmer
1154	vocal_imitations/shimmer - 4757670833684480.wav	sound_recordings/shimmer.wav	sound_recordings/clarinet.wav	shimmer
1155	vocal_imitations/shimmer - 5753698579906560.wav	sound_recordings/shimmer.wav	sound_recordings/subsynth_2215.wav	shimmer
1156	vocal_imitations/shimmer - 5542782265458688.wav	sound_recordings/shimmer.wav	sound_recordings/thick_bass.wav	shimmer
1157	vocal_imitations/shimmer - 5624141294075904.wav	sound_recordings/shimmer.wav	sound_recordings/chinese_cymbal_hit_with_a_stick.wav	shimmer
1158	vocal_imitations/shimmer - 6197562780418048.wav	sound_recordings/shimmer.wav	sound_recordings/subsynth_8074.wav	shimmer
1159	vocal_imitations/slow warm swells - 4549674694344704.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/subsynth_2447.wav	slow warm swells
1160	vocal_imitations/slow warm swells - 4666113942093824.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/subsynth_2208.wav	slow warm swells
1161	vocal_imitations/slow warm swells - 4775656009236480.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/tambourine.wav	slow warm swells
1162	vocal_imitations/slow warm swells - 4823184117334016.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/subsynth_2222.wav	slow warm swells
1163	vocal_imitations/slow warm swells - 4883479015718912.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/morphing_can_drum.wav	slow warm swells
1164	vocal_imitations/slow warm swells - 4935534019346432.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/subsynth_3388.wav	slow warm swells
1165	vocal_imitations/slow warm swells - 5005749486878720.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/abyss_of_despair.wav	slow warm swells
1166	vocal_imitations/slow warm swells - 5119250574344192.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/trombone.wav	slow warm swells
1167	vocal_imitations/slow warm swells - 5120307270516736.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/subsynth_2238.wav	slow warm swells
1168	vocal_imitations/slow warm swells - 5131432846426112.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/tuba.wav	slow warm swells
1169	vocal_imitations/slow warm swells - 5204396153503744.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/subsynth_2078.wav	slow warm swells
1170	vocal_imitations/slow warm swells - 5335652233117696.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/filter_bubble.wav	slow warm swells
1171	vocal_imitations/slow warm swells - 5443121307451392.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/oboe.wav	slow warm swells
1172	vocal_imitations/slow warm swells - 5643772113190912.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/dark_synth_pad.wav	slow warm swells
1173	vocal_imitations/slow warm swells - 5671907638640640.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/dark_attack_bass.wav	slow warm swells
1174	vocal_imitations/slow warm swells - 5787794446221312.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/filter_bubble.wav	slow warm swells
1175	vocal_imitations/slow warm swells - 5838863352201216.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/marble_in_a_glass_bowl.wav	slow warm swells
1176	vocal_imitations/slow warm swells - 6195858886361088.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/piano.wav	slow warm swells
1177	vocal_imitations/slow warm swells - 6275375239790592.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/subsynth_9879.wav	slow warm swells
1178	vocal_imitations/slow warm swells - 6390728129249280.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/subsynth_2078.wav	slow warm swells
1179	vocal_imitations/slow warm swells - 6694752623788032.wav	sound_recordings/slow_warm_swells.wav	sound_recordings/subsynth_499.wav	slow warm swells
1180	vocal_imitations/soft shimmer - 6662145232076800.wav	sound_recordings/soft_shimmer.wav	sound_recordings/crash_cymbal_hit_with_a_stick.wav	soft shimmer
1181	vocal_imitations/soft shimmer - 4779843602350080.wav	sound_recordings/soft_shimmer.wav	sound_recordings/cello_plucked.wav	soft shimmer
1182	vocal_imitations/soft shimmer - 5251097077743616.wav	sound_recordings/soft_shimmer.wav	sound_recordings/triangle.wav	soft shimmer
1183	vocal_imitations/soft shimmer - 4850951751991296.wav	sound_recordings/soft_shimmer.wav	sound_recordings/subsynth_5548.wav	soft shimmer
1184	vocal_imitations/soft shimmer - 6682585518309376.wav	sound_recordings/soft_shimmer.wav	sound_recordings/crash_cymbal_hit_with_a_stick.wav	soft shimmer
1185	vocal_imitations/soft shimmer - 6069086618386432.wav	sound_recordings/soft_shimmer.wav	sound_recordings/alien_discovery.wav	soft shimmer
1186	vocal_imitations/soft shimmer - 6128061216980992.wav	sound_recordings/soft_shimmer.wav	sound_recordings/dark_attack_bass.wav	soft shimmer
1187	vocal_imitations/soft shimmer - 6187091247497216.wav	sound_recordings/soft_shimmer.wav	sound_recordings/subsynth_2057.wav	soft shimmer
1188	vocal_imitations/soft shimmer - 5993929925197824.wav	sound_recordings/soft_shimmer.wav	sound_recordings/viola_plucked.wav	soft shimmer
1189	vocal_imitations/soft shimmer - 5685058828500992.wav	sound_recordings/soft_shimmer.wav	sound_recordings/subsynth_2002.wav	soft shimmer
1190	vocal_imitations/soft shimmer - 5106846306140160.wav	sound_recordings/soft_shimmer.wav	sound_recordings/viola_plucked.wav	soft shimmer
1191	vocal_imitations/soft shimmer - 4989886830477312.wav	sound_recordings/soft_shimmer.wav	sound_recordings/crash_cymbal_bowed.wav	soft shimmer
1192	vocal_imitations/soft shimmer - 6637948728508416.wav	sound_recordings/soft_shimmer.wav	sound_recordings/dark_attack_bass.wav	soft shimmer
1193	vocal_imitations/soft shimmer - 5729821648748544.wav	sound_recordings/soft_shimmer.wav	sound_recordings/cello_plucked.wav	soft shimmer
1194	vocal_imitations/soft shimmer - 5076560746905600.wav	sound_recordings/soft_shimmer.wav	sound_recordings/subsynth_374.wav	soft shimmer
1195	vocal_imitations/soft shimmer - 5211205958369280.wav	sound_recordings/soft_shimmer.wav	sound_recordings/subsynth_4708.wav	soft shimmer
1196	vocal_imitations/soft shimmer - 6589199507521536.wav	sound_recordings/soft_shimmer.wav	sound_recordings/subsynth_2248.wav	soft shimmer
1197	vocal_imitations/soft shimmer - 5163057227497472.wav	sound_recordings/soft_shimmer.wav	sound_recordings/viola_plucked.wav	soft shimmer
1198	vocal_imitations/soft shimmer - 5359507421003776.wav	sound_recordings/soft_shimmer.wav	sound_recordings/little_summer_boy.wav	soft shimmer
1199	vocal_imitations/soft shimmer - 5928349130031104.wav	sound_recordings/soft_shimmer.wav	sound_recordings/subsynth_2186.wav	soft shimmer
1200	vocal_imitations/spacecraft engine - 4829980903079936.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/violin_bowed.wav	spacecraft engine
1201	vocal_imitations/spacecraft engine - 4848664010817536.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/subsynth_5940.wav	spacecraft engine
1202	vocal_imitations/spacecraft engine - 5077995400200192.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/cello_bowed.wav	spacecraft engine
1203	vocal_imitations/spacecraft engine - 5149214950555648.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/dissonant_bells.wav	spacecraft engine
1204	vocal_imitations/spacecraft engine - 5176883264094208.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/flute.wav	spacecraft engine
1205	vocal_imitations/spacecraft engine - 5230063549153280.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/violin_plucked.wav	spacecraft engine
1206	vocal_imitations/spacecraft engine - 5412099295543296.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/alien_discovery.wav	spacecraft engine
1207	vocal_imitations/spacecraft engine - 5430293313880064.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/filter_bubble.wav	spacecraft engine
1208	vocal_imitations/spacecraft engine - 5465189923160064.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/marble_on_a_journey.wav	spacecraft engine
1209	vocal_imitations/spacecraft engine - 5718607623356416.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/clave.wav	spacecraft engine
1210	vocal_imitations/spacecraft engine - 5955488894156800.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/subsynth_5548.wav	spacecraft engine
1211	vocal_imitations/spacecraft engine - 5987638871851008.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/crash_cymbal_hit_with_a_stick.wav	spacecraft engine
1212	vocal_imitations/spacecraft engine - 6188808697544704.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/slow_warm_swells.wav	spacecraft engine
1213	vocal_imitations/spacecraft engine - 6304593499652096.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/clarinet.wav	spacecraft engine
1214	vocal_imitations/spacecraft engine - 6319664539893760.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/subsynth_2160.wav	spacecraft engine
1215	vocal_imitations/spacecraft engine - 6339636674691072.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/ice_synth.wav	spacecraft engine
1216	vocal_imitations/spacecraft engine - 6515058842533888.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/subsynth_3997.wav	spacecraft engine
1217	vocal_imitations/spacecraft engine - 6545921269563392.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/violin_bowed.wav	spacecraft engine
1218	vocal_imitations/spacecraft engine - 6575835850997760.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/ghost_in_the_machine.wav	spacecraft engine
1219	vocal_imitations/spacecraft engine - 6682889924116480.wav	sound_recordings/spacecraft_engine.wav	sound_recordings/alto_sax.wav	spacecraft engine
1220	vocal_imitations/sparkle motion - 5028282764361728.wav	sound_recordings/sparkle_motion.wav	sound_recordings/subsynth_2010.wav	sparkle motion
1221	vocal_imitations/sparkle motion - 4625892647108608.wav	sound_recordings/sparkle_motion.wav	sound_recordings/castanet.wav	sparkle motion
1222	vocal_imitations/sparkle motion - 5622156348096512.wav	sound_recordings/sparkle_motion.wav	sound_recordings/alien_discovery.wav	sparkle motion
1223	vocal_imitations/sparkle motion - 5097208399527936.wav	sound_recordings/sparkle_motion.wav	sound_recordings/slow_warm_swells.wav	sparkle motion
1224	vocal_imitations/sparkle motion - 6727069434118144.wav	sound_recordings/sparkle_motion.wav	sound_recordings/subsynth_1886.wav	sparkle motion
1225	vocal_imitations/sparkle motion - 5174790943932416.wav	sound_recordings/sparkle_motion.wav	sound_recordings/euro_hook.wav	sparkle motion
1226	vocal_imitations/sparkle motion - 6552201719709696.wav	sound_recordings/sparkle_motion.wav	sound_recordings/subsynth_1828.wav	sparkle motion
1227	vocal_imitations/sparkle motion - 4796717991985152.wav	sound_recordings/sparkle_motion.wav	sound_recordings/bass_bowed.wav	sparkle motion
1228	vocal_imitations/sparkle motion - 6313238731948032.wav	sound_recordings/sparkle_motion.wav	sound_recordings/crotale.wav	sparkle motion
1229	vocal_imitations/sparkle motion - 5534531633283072.wav	sound_recordings/sparkle_motion.wav	sound_recordings/subsynth_2447.wav	sparkle motion
1230	vocal_imitations/sparkle motion - 6253464732565504.wav	sound_recordings/sparkle_motion.wav	sound_recordings/subsynth_2043.wav	sparkle motion
1231	vocal_imitations/sparkle motion - 5355367072530432.wav	sound_recordings/sparkle_motion.wav	sound_recordings/feedback.wav	sparkle motion
1232	vocal_imitations/sparkle motion - 6196368376856576.wav	sound_recordings/sparkle_motion.wav	sound_recordings/castanet.wav	sparkle motion
1233	vocal_imitations/sparkle motion - 5938494245437440.wav	sound_recordings/sparkle_motion.wav	sound_recordings/photon_blast.wav	sparkle motion
1234	vocal_imitations/sparkle motion - 6092265348923392.wav	sound_recordings/sparkle_motion.wav	sound_recordings/spacecraft_engine.wav	sparkle motion
1235	vocal_imitations/sparkle motion - 5705355367546880.wav	sound_recordings/sparkle_motion.wav	sound_recordings/trumpet.wav	sparkle motion
1236	vocal_imitations/sparkle motion - 6578734819704832.wav	sound_recordings/sparkle_motion.wav	sound_recordings/violin_plucked.wav	sparkle motion
1237	vocal_imitations/sparkle motion - 4820629685534720.wav	sound_recordings/sparkle_motion.wav	sound_recordings/bamboo_air_strings.wav	sparkle motion
1238	vocal_imitations/sparkle motion - 5917424209625088.wav	sound_recordings/sparkle_motion.wav	sound_recordings/subsynth_2208.wav	sparkle motion
1239	vocal_imitations/sparkle motion - 5019038249910272.wav	sound_recordings/sparkle_motion.wav	sound_recordings/subsynth_4708.wav	sparkle motion
1240	vocal_imitations/subsynth 1768 - 5123808608387072.wav	sound_recordings/subsynth_1768.wav	sound_recordings/hihat.wav	subsynth 1768
1241	vocal_imitations/subsynth 1768 - 4773240627003392.wav	sound_recordings/subsynth_1768.wav	sound_recordings/subsynth_2002.wav	subsynth 1768
1242	vocal_imitations/subsynth 1768 - 4816709991006208.wav	sound_recordings/subsynth_1768.wav	sound_recordings/dissonant_bells.wav	subsynth 1768
1243	vocal_imitations/subsynth 1768 - 5086439842775040.wav	sound_recordings/subsynth_1768.wav	sound_recordings/subsynth_1886.wav	subsynth 1768
1244	vocal_imitations/subsynth 1768 - 4970681347342336.wav	sound_recordings/subsynth_1768.wav	sound_recordings/resonant_clouds.wav	subsynth 1768
1245	vocal_imitations/subsynth 1768 - 6448551005519872.wav	sound_recordings/subsynth_1768.wav	sound_recordings/subsynth_4768.wav	subsynth 1768
1246	vocal_imitations/subsynth 1768 - 5755108939792384.wav	sound_recordings/subsynth_1768.wav	sound_recordings/subsynth_1828.wav	subsynth 1768
1247	vocal_imitations/subsynth 1768 - 5305737651683328.wav	sound_recordings/subsynth_1768.wav	sound_recordings/subsynth_8828.wav	subsynth 1768
1248	vocal_imitations/subsynth 1768 - 4649824204881920.wav	sound_recordings/subsynth_1768.wav	sound_recordings/synth_metallic_stars.wav	subsynth 1768
1249	vocal_imitations/subsynth 1768 - 4693043252822016.wav	sound_recordings/subsynth_1768.wav	sound_recordings/subsynth_3997.wav	subsynth 1768
1250	vocal_imitations/subsynth 1768 - 6628527449309184.wav	sound_recordings/subsynth_1768.wav	sound_recordings/mister_frosty.wav	subsynth 1768
1251	vocal_imitations/subsynth 1828 - 5758753487978496.wav	sound_recordings/subsynth_1828.wav	sound_recordings/subsynth_2057.wav	subsynth 1828
1252	vocal_imitations/subsynth 1828 - 6347312854990848.wav	sound_recordings/subsynth_1828.wav	sound_recordings/subsynth_8074.wav	subsynth 1828
1253	vocal_imitations/subsynth 1828 - 5957416260730880.wav	sound_recordings/subsynth_1828.wav	sound_recordings/viola_bowed.wav	subsynth 1828
1254	vocal_imitations/subsynth 1828 - 4817176531828736.wav	sound_recordings/subsynth_1828.wav	sound_recordings/trumpet.wav	subsynth 1828
1255	vocal_imitations/subsynth 1828 - 5548391492747264.wav	sound_recordings/subsynth_1828.wav	sound_recordings/guitar.wav	subsynth 1828
1256	vocal_imitations/subsynth 1828 - 5750416151150592.wav	sound_recordings/subsynth_1828.wav	sound_recordings/spacecraft_engine.wav	subsynth 1828
1257	vocal_imitations/subsynth 1828 - 6233708822528000.wav	sound_recordings/subsynth_1828.wav	sound_recordings/thaigong.wav	subsynth 1828
1258	vocal_imitations/subsynth 1828 - 4584709279449088.wav	sound_recordings/subsynth_1828.wav	sound_recordings/thaigong.wav	subsynth 1828
1259	vocal_imitations/subsynth 1828 - 5323285143224320.wav	sound_recordings/subsynth_1828.wav	sound_recordings/photon_blast.wav	subsynth 1828
1260	vocal_imitations/subsynth 1828 - 4854832657596416.wav	sound_recordings/subsynth_1828.wav	sound_recordings/castanet.wav	subsynth 1828
1261	vocal_imitations/subsynth 1886 - 4756592260022272.wav	sound_recordings/subsynth_1886.wav	sound_recordings/crash_cymbal_bowed.wav	subsynth 1886
1262	vocal_imitations/subsynth 1886 - 6497211240153088.wav	sound_recordings/subsynth_1886.wav	sound_recordings/subsynth_374.wav	subsynth 1886
1263	vocal_imitations/subsynth 1886 - 6358559763726336.wav	sound_recordings/subsynth_1886.wav	sound_recordings/viola_bowed.wav	subsynth 1886
1264	vocal_imitations/subsynth 1886 - 5865420208734208.wav	sound_recordings/subsynth_1886.wav	sound_recordings/little_summer_boy.wav	subsynth 1886
1265	vocal_imitations/subsynth 1886 - 4659068450897920.wav	sound_recordings/subsynth_1886.wav	sound_recordings/subsynth_2003.wav	subsynth 1886
1266	vocal_imitations/subsynth 1886 - 5647943331741696.wav	sound_recordings/subsynth_1886.wav	sound_recordings/subsynth_2010.wav	subsynth 1886
